snapped_at,price,market_cap,total_volume
2021-02-10 00:00:00 UTC,1.0057820519181089,81494697.13173945,14322645.977073535
2021-02-11 00:00:00 UTC,0.998438577515802,81100467.90119699,7498778.660705832
2021-02-12 00:00:00 UTC,1.0008331724626165,81074410.32132693,3792412.191848852
2021-02-13 00:00:00 UTC,1.0012391007918513,81198439.38517298,4066889.2561694593
2021-02-14 00:00:00 UTC,1.0019901168684522,82003998.05150194,4960938.225440627
2021-02-15 00:00:00 UTC,0.9944070443934756,81924033.23691048,6168679.405101923
2021-02-16 00:00:00 UTC,0.9878412263682383,82136782.39546344,5577463.834544426
2021-02-17 00:00:00 UTC,1.0030642552288014,82968368.74462767,4195838.200510796
2021-02-18 00:00:00 UTC,0.9964778123061252,82291343.55522041,3568362.659398241
2021-02-19 00:00:00 UTC,1.0129296226893787,92126876.48770387,50460135.086617164
2021-02-20 00:00:00 UTC,1.0056387475023014,92045851.87849884,20010516.46525457
2021-02-21 00:00:00 UTC,1.0061272791421625,93277609.15463236,13150569.703107288
2021-02-22 00:00:00 UTC,1.0015838106547443,92012973.44229178,11856060.556837035
2021-02-23 00:00:00 UTC,1.0038772624370866,89714122.46148622,12922558.04313421
2021-02-24 00:00:00 UTC,1.0102261677080848,84533212.70857798,19815111.64435621
2021-02-25 00:00:00 UTC,1.0098758947165372,82704161.56814885,7507876.91413904
2021-02-26 00:00:00 UTC,0.9902945677590544,80628641.44070493,6724082.571397937
2021-02-27 00:00:00 UTC,1.0007482853942549,80241556.08358254,7862046.108379086
2021-02-28 00:00:00 UTC,1.009582476295624,81964157.37917201,14431017.068803577
2021-03-01 00:00:00 UTC,1.0014483134610908,81869954.72582284,13193133.339237409
2021-03-02 00:00:00 UTC,1.0150424594952598,84788805.45968872,8495848.691369494
2021-03-03 00:00:00 UTC,1.0040915360616414,84155678.11785835,5030229.002665103
2021-03-04 00:00:00 UTC,0.9966408610127144,84358378.87623492,5494263.142661155
2021-03-05 00:00:00 UTC,1.0019214868608113,85080083.84334973,6412555.362883826
2021-03-06 00:00:00 UTC,1.0059069673505092,84976160.46559782,5190682.576373508
2021-03-07 00:00:00 UTC,0.9979713960652932,84561948.4414535,4582144.151668157
2021-03-08 00:00:00 UTC,1.0032407586313643,86313524.52664141,6567726.883736291
2021-03-09 00:00:00 UTC,1.006968027572687,86441600.68007264,4897662.760447224
2021-03-10 00:00:00 UTC,1.0092108915758309,89018113.23830989,8953934.008859627
2021-03-11 00:00:00 UTC,0.9919676264729108,88351269.77254705,8023400.053841509
2021-03-12 00:00:00 UTC,0.9990698053714814,90649865.85653985,10056620.298046209
2021-03-13 00:00:00 UTC,1.0119974317608798,96104004.8361867,13409316.8907051
2021-03-14 00:00:00 UTC,1.0007988219000516,103953202.01124622,20242728.487599783
2021-03-15 00:00:00 UTC,0.9972192710641944,109959657.23082806,15306168.00510357
2021-03-16 00:00:00 UTC,1.0060574445359682,111917334.17005844,11785425.303018736
2021-03-17 00:00:00 UTC,0.9957761527168332,111458988.17131308,15566066.61080378
2021-03-18 00:00:00 UTC,1.0037406837611875,111509106.63157757,8754925.20406687
2021-03-19 00:00:00 UTC,0.9961410830145024,110903302.51104525,4928486.40677913
2021-03-20 00:00:00 UTC,0.997310027296498,110688230.46827278,6397341.242720652
2021-03-21 00:00:00 UTC,0.9943199070908806,110429733.54882336,2391792.1267221547
2021-03-22 00:00:00 UTC,0.997246882996168,110551524.46068428,5558129.7689701365
2021-03-23 00:00:00 UTC,0.998080068788446,108132766.74383476,7203653.608204823
2021-03-24 00:00:00 UTC,0.999769927924284,107367014.21698,8283533.92407064
2021-03-25 00:00:00 UTC,0.9975335453760716,107519250.5641066,6747949.052021519
2021-03-26 00:00:00 UTC,0.9919516836244509,103559951.38563064,5494504.616409438
2021-03-27 00:00:00 UTC,1.0105200342219998,105618574.5454448,4602723.564368651
2021-03-28 00:00:00 UTC,1.0013851339289752,105518043.61118184,4394038.502992253
2021-03-29 00:00:00 UTC,1.007955531909703,106401107.9652474,4597458.428135994
2021-03-30 00:00:00 UTC,1.0069204064557669,108913906.56581873,5061814.218835787
2021-03-31 00:00:00 UTC,1.0023786296678363,110973426.48418003,5826816.460375795
2021-04-01 00:00:00 UTC,0.9976568662120084,112839959.43946443,6338257.441939066
2021-04-02 00:00:00 UTC,0.9941508357486246,112887483.55571704,3824535.316093744
2021-04-03 00:00:00 UTC,1.0063022064565028,116293409.39618176,4833365.221795205
2021-04-04 00:00:00 UTC,0.983878699559378,114786109.5544628,5593715.631607764
2021-04-05 00:00:00 UTC,0.99935052271955,115542103.99226072,3075058.2496323623
2021-04-06 00:00:00 UTC,0.9955852515272056,115149714.93976425,4748478.817888866
2021-04-07 00:00:00 UTC,1.0002356617650978,115992729.68744156,4526658.614664516
2021-04-08 00:00:00 UTC,0.9934336257079254,115265622.42110094,10176585.53334699
2021-04-09 00:00:00 UTC,1.0064838787985757,115992196.32395136,5539997.5318027865
2021-04-10 00:00:00 UTC,1.00363168239261,115623107.99573904,4184085.313400006
2021-04-11 00:00:00 UTC,1.0029401037339296,116679339.75709656,4622949.419212927
2021-04-12 00:00:00 UTC,1.003023444381247,116865207.38481094,2633845.06624778
2021-04-13 00:00:00 UTC,1.0012316501791572,116661619.17547196,5822813.879682702
2021-04-14 00:00:00 UTC,1.0057928100441107,117011906.04007596,4626781.511185167
2021-04-15 00:00:00 UTC,1.0076206069796512,115741815.6021954,5665893.880828032
2021-04-16 00:00:00 UTC,1.0023372023408268,115423014.95029873,7867916.407519339
2021-04-17 00:00:00 UTC,0.9979816813029482,115192163.80186486,5780860.504378881
2021-04-18 00:00:00 UTC,0.9881864294921524,114563144.9297079,3196451.142725136
2021-04-19 00:00:00 UTC,1.0053661289224167,114705091.594892,20846169.115240723
2021-04-20 00:00:00 UTC,0.992957462578734,113623538.39032616,14916393.859287553
2021-04-21 00:00:00 UTC,1.003541815417713,114761815.6432764,9056982.45411286
2021-04-22 00:00:00 UTC,0.9968277265438364,114972838.51476836,12103070.088083033
2021-04-23 00:00:00 UTC,1.0019747697647168,117509535.9686441,13219138.572456256
2021-04-24 00:00:00 UTC,1.0060795732226016,116791747.80294111,23490237.104181044
2021-04-25 00:00:00 UTC,0.9927728171401166,114527476.03234942,7464352.770868555
2021-04-26 00:00:00 UTC,1.0078167922047818,116092670.41476364,7202898.482697416
2021-04-27 00:00:00 UTC,1.0030253913570468,115918598.45342425,9871289.12865699
2021-04-28 00:00:00 UTC,1.0088811152904709,116742469.21319464,8360781.386557441
2021-04-29 00:00:00 UTC,1.0050910381640743,118385258.08686528,9726387.75155421
2021-04-30 00:00:00 UTC,1.0070220740095936,119253689.51777329,9861102.221783215
2021-05-01 00:00:00 UTC,1.0083733744614,120697323.4796834,7124087.24795892
2021-05-02 00:00:00 UTC,1.0087168481912256,122176936.88139848,4715178.159702351
2021-05-03 00:00:00 UTC,1.002712783547529,126651951.64614424,4534892.694140706
2021-05-04 00:00:00 UTC,1.0089536307435112,132549012.15397218,13913801.777674915
2021-05-05 00:00:00 UTC,0.9929429235880912,130439432.58969636,18539521.69747674
2021-05-06 00:00:00 UTC,1.00499052656496,131548750.28067546,13014228.5796157
2021-05-07 00:00:00 UTC,0.998855124436886,132430907.17306122,10024263.562319895
2021-05-08 00:00:00 UTC,1.004960822822489,133276176.28254312,9552486.31802226
2021-05-09 00:00:00 UTC,1.001166269950964,133454444.93710536,5771624.497087146
2021-05-10 00:00:00 UTC,1.001434621535108,135242375.11244953,3801974.825025266
2021-05-11 00:00:00 UTC,0.9974634643445308,134194128.7775726,7632797.356375482
2021-05-12 00:00:00 UTC,1.0096168209441905,140054631.10873756,4917739.3894855175
2021-05-13 00:00:00 UTC,0.9931045399819658,141082488.72950524,8573490.232901338
2021-05-14 00:00:00 UTC,1.0069597444336935,137854171.9794219,16888468.685433004
2021-05-15 00:00:00 UTC,1.0023928351693323,133256437.441814,12937114.719822384
2021-05-16 00:00:00 UTC,0.9940424105822112,131258829.85188857,6451181.830120721
2021-05-17 00:00:00 UTC,1.010152367944651,128769435.5576091,10753415.728042284
2021-05-18 00:00:00 UTC,1.0053723318861882,125299869.00549908,15212259.082993882
2021-05-19 00:00:00 UTC,0.999923685234106,123746713.76800668,6959006.618326467
2021-05-20 00:00:00 UTC,0.9840790235923754,120592619.93077564,48775798.14918731
2021-05-21 00:00:00 UTC,0.9933947798971574,120563871.422549,22955708.88241459
2021-05-22 00:00:00 UTC,0.99916356181044,119489983.80434784,21872331.482125107
2021-05-23 00:00:00 UTC,0.9912463989950944,117066461.9646754,14076545.491786012
2021-05-24 00:00:00 UTC,1.0015936868215665,111878205.7741852,24746333.15273157
2021-05-25 00:00:00 UTC,1.0028154583132225,112619713.84714244,18175312.5477344
2021-05-26 00:00:00 UTC,1.0021561097788614,111910163.25069404,12996402.736941207
2021-05-27 00:00:00 UTC,1.0054590418239484,112826194.87632675,11467170.26196758
2021-05-28 00:00:00 UTC,0.9969678194213002,111619814.395325,8272927.601156431
2021-05-29 00:00:00 UTC,1.0041010687525946,112115883.71935,9398535.77974574
2021-05-30 00:00:00 UTC,1.0002948278312076,114008748.58227038,33153300.117702197
2021-05-31 00:00:00 UTC,1.0009194149299527,115866637.81820606,16074462.46479228
2021-06-01 00:00:00 UTC,1.006773319503142,117749977.35827674,11234990.078130024
2021-06-02 00:00:00 UTC,1.0056339140791617,119456049.432516,12728179.140233638
2021-06-03 00:00:00 UTC,1.0053199301475266,120555416.4526146,5567237.89784838
2021-06-04 00:00:00 UTC,1.008360577012508,122171586.39955072,9157138.031013746
2021-06-05 00:00:00 UTC,1.0024038501486916,121196437.170394,6593433.185754888
2021-06-06 00:00:00 UTC,1.0011979155538349,121420993.53719796,4781356.364421284
2021-06-07 00:00:00 UTC,1.0045457480032445,121201937.23374727,3922210.773235305
2021-06-08 00:00:00 UTC,0.9897325688558324,120194619.99391627,9726334.461740568
2021-06-09 00:00:00 UTC,1.000925531302923,117078355.54746808,8559648.012482652
2021-06-10 00:00:00 UTC,1.003231078631109,117033882.90561949,9508239.27442003
2021-06-11 00:00:00 UTC,0.9945560963204262,116590769.12318844,7664113.204004186
2021-06-12 00:00:00 UTC,1.0010234375531442,115623345.21142,5026340.8774176
2021-06-13 00:00:00 UTC,0.9995409710181066,116452978.15477528,5071801.742644526
2021-06-14 00:00:00 UTC,1.0016224477998683,116463421.78879304,4738018.505707685
2021-06-15 00:00:00 UTC,1.011459071803534,117950347.45762935,4657237.191948947
2021-06-16 00:00:00 UTC,1.005514143583312,117438312.2449862,4561416.939116005
2021-06-17 00:00:00 UTC,0.998140713571598,116448148.71842648,11672704.620843785
2021-06-18 00:00:00 UTC,1.0084375977843243,117686839.62244944,9528394.80297124
2021-06-19 00:00:00 UTC,1.0128274871695624,118710628.61335012,7230086.5944741955
2021-06-20 00:00:00 UTC,1.0011933005671945,123380446.81717949,4696313.985797268
2021-06-21 00:00:00 UTC,1.0063067967938892,131709339.38474873,6647785.387557406
2021-06-22 00:00:00 UTC,0.9981883266815637,140721940.2909218,13298161.985123754
2021-06-23 00:00:00 UTC,0.9985186351677716,128853618.11500897,15348791.535335705
2021-06-24 00:00:00 UTC,1.0053711521736557,132983316.32230268,9295409.725821571
2021-06-25 00:00:00 UTC,1.004016206812632,133188920.75393032,6085352.132564059
2021-06-26 00:00:00 UTC,0.99906588478165,139927314.80331346,11763959.375709822
2021-06-27 00:00:00 UTC,1.0109285921372606,142621259.23960018,9510462.689636927
2021-06-28 00:00:00 UTC,1.0099816153801835,145376142.67618462,15005830.134071397
2021-06-29 00:00:00 UTC,1.005082766287355,161116683.014564,8302603.377931789
2021-06-30 00:00:00 UTC,1.0028802551563618,181206642.0346383,7227265.92326453
2021-07-01 00:00:00 UTC,1.008715446243385,182025419.9848432,9342063.828472354
2021-07-02 00:00:00 UTC,1.0054083995234575,191511091.68080088,7772367.077333627
2021-07-03 00:00:00 UTC,1.0070918314938206,198142348.27770773,11335127.866268396
2021-07-04 00:00:00 UTC,1.005690332633603,212718726.3686517,11825970.37581053
2021-07-05 00:00:00 UTC,1.0023220542945983,212057340.12558213,9906697.197375104
2021-07-06 00:00:00 UTC,1.0000516903406096,211963854.719866,6392116.827789497
2021-07-07 00:00:00 UTC,1.004804661495527,218265666.57557476,10015873.91872794
2021-07-08 00:00:00 UTC,0.9958588258870146,216717317.692904,9438467.492953306
2021-07-09 00:00:00 UTC,1.0067062781181937,224960740.01956636,20014205.149266347
2021-07-10 00:00:00 UTC,1.0000956755767267,230574009.9233875,9426140.737271383
2021-07-11 00:00:00 UTC,1.004423303968591,230890271.62249696,4782285.850061433
2021-07-12 00:00:00 UTC,0.9997277116511408,229861406.49989715,2871020.103909086
2021-07-13 00:00:00 UTC,1.0042563434565024,230999912.04990244,5405372.994117453
2021-07-14 00:00:00 UTC,1.0013362928638114,230933466.17837337,9144684.052973935
2021-07-15 00:00:00 UTC,0.9995865071303216,230109264.6003006,6602419.939987012
2021-07-16 00:00:00 UTC,0.99940599774731,233398646.60962063,9847211.083024502
2021-07-17 00:00:00 UTC,0.9944755775987748,232151407.68201345,8114802.636271447
2021-07-18 00:00:00 UTC,0.9987310318086352,236901439.5593034,11709580.375735894
2021-07-19 00:00:00 UTC,1.0046898977281338,237321942.2973741,5352462.808219704
2021-07-20 00:00:00 UTC,1.0049750040951528,238067020.19554755,16338464.985651009
2021-07-21 00:00:00 UTC,1.004688441935967,242670943.14788675,15565468.630049082
2021-07-22 00:00:00 UTC,1.0085425755303878,243595028.81754917,11745105.330400033
2021-07-23 00:00:00 UTC,1.0047772336641467,243171133.8076345,8791776.899693081
2021-07-24 00:00:00 UTC,1.0055122340076503,243799508.71379983,8632850.512699565
2021-07-25 00:00:00 UTC,1.0051243815838955,243283736.8592276,8777085.409484845
2021-07-26 00:00:00 UTC,1.0093326529053137,246031105.9862069,7285925.915406979
2021-07-27 00:00:00 UTC,0.9967867409673312,244866529.60447064,17246807.394930903
2021-07-28 00:00:00 UTC,1.0020479737207837,245836655.58630133,11178398.974686164
2021-07-29 00:00:00 UTC,1.0016675506248347,252802115.01436484,13889415.11344249
2021-07-30 00:00:00 UTC,1.0027859358901643,253185197.2272236,12332587.497288449
2021-07-31 00:00:00 UTC,1.0060723566077991,258685476.79697287,10073964.51530065
2021-08-01 00:00:00 UTC,1.0018420705382811,259959782.8988197,11095983.354988435
2021-08-02 00:00:00 UTC,0.9978759902538298,258988898.02512756,6513216.947834017
2021-08-03 00:00:00 UTC,0.9989891398906184,259978235.47880805,10105729.17799221
2021-08-04 00:00:00 UTC,1.001814755257073,260579139.75641444,5917626.581561813
2021-08-05 00:00:00 UTC,1.0022056472191456,260707858.9492228,12059055.070029322
2021-08-06 00:00:00 UTC,1.0009746429772497,260414908.19920048,8226159.683348861
2021-08-07 00:00:00 UTC,1.001726095182575,260437853.4230736,6676477.250253472
2021-08-08 00:00:00 UTC,1.0017492310468767,260783790.69342515,11087781.425167326
2021-08-09 00:00:00 UTC,0.9991839371437908,259115537.8776061,6518215.687850521
2021-08-10 00:00:00 UTC,1.0006290453963762,260419509.21612832,10517106.909910267
2021-08-11 00:00:00 UTC,0.9991728452384364,259807713.71209836,5786945.585575537
2021-08-12 00:00:00 UTC,0.9990864982026878,259527029.39920524,10912806.86505
2021-08-13 00:00:00 UTC,1.0020213349743792,260720887.68522823,7583395.126999385
2021-08-14 00:00:00 UTC,1.0055705970940922,261672399.9558184,8202261.470641553
2021-08-15 00:00:00 UTC,1.0024247345312345,256628453.90615588,22568979.33938072
2021-08-16 00:00:00 UTC,0.9992593906603624,271590446.3696547,17451001.159718964
2021-08-17 00:00:00 UTC,0.9999716171250396,272833800.6255596,14541690.30743232
2021-08-18 00:00:00 UTC,0.9961323284862892,278301380.1585745,11335905.65143877
2021-08-19 00:00:00 UTC,1.0004174886377069,278986878.99860835,8051518.782183857
2021-08-20 00:00:00 UTC,1.004593968214942,282090410.4526134,6000595.311093958
2021-08-21 00:00:00 UTC,1.001270734192358,287238445.0241154,22596827.083797973
2021-08-22 00:00:00 UTC,0.9959109422717034,298884513.1446893,8668196.32225863
2021-08-23 00:00:00 UTC,1.0075172924707847,302321711.618228,6125544.569203504
2021-08-24 00:00:00 UTC,0.9992993098639412,307120134.5439656,49839641.66103938
2021-08-25 00:00:00 UTC,0.9993120161307716,307415414.67472935,23803502.79337457
2021-08-26 00:00:00 UTC,0.999869305589107,307670334.27784,18897683.630547628
2021-08-27 00:00:00 UTC,0.9988960517643402,310754599.8373016,12586003.78101026
2021-08-28 00:00:00 UTC,0.9997803992519332,310654428.76130784,11420187.189466745
2021-08-29 00:00:00 UTC,1.0008278267057382,311472282.1406108,8624916.792127008
2021-08-30 00:00:00 UTC,0.9983703769997606,311150864.7973244,5174346.203274719
2021-08-31 00:00:00 UTC,0.9933714932537108,310049160.3917115,4613247.771793886
2021-09-01 00:00:00 UTC,1.0004642114839972,311968668.67816067,17403652.623836804
2021-09-02 00:00:00 UTC,1.0049564648279197,316518078.9327343,6817326.843654964
2021-09-03 00:00:00 UTC,0.9955584870383802,313349339.71477073,3740532.8725813646
2021-09-04 00:00:00 UTC,0.9971875363033398,313252370.3395278,4753628.1025688
2021-09-05 00:00:00 UTC,1.0017175800530755,315188681.75655454,4212526.894201612
2021-09-06 00:00:00 UTC,0.996396042682304,313168688.1805401,4078711.24963625
2021-09-07 00:00:00 UTC,1.0063296219230895,317235260.0780636,5552788.0332125565
2021-09-08 00:00:00 UTC,1.0026112861713374,315777795.9565456,19005921.461095866
2021-09-09 00:00:00 UTC,1.0019315487485592,316077323.74544096,6735248.063929667
2021-09-10 00:00:00 UTC,0.99926321418542,317237545.7490231,14768177.688061358
2021-09-11 00:00:00 UTC,0.9991264532347024,316889820.76649594,10034222.770358762
2021-09-12 00:00:00 UTC,0.994720450952819,315083413.0352066,2499210.6853529494
2021-09-13 00:00:00 UTC,0.9979277100922636,316935400.0694798,10748543.410557274
2021-09-14 00:00:00 UTC,1.0019321228014042,323889079.5372235,15748565.850427693
2021-09-15 00:00:00 UTC,1.0022415454923697,323188406.62043166,8844255.453132667
2021-09-16 00:00:00 UTC,1.0071053053167287,325173046.78700227,9127708.333685365
2021-09-17 00:00:00 UTC,1.0021263841168575,329452514.34364337,8833695.311916664
2021-09-18 00:00:00 UTC,1.003006752130475,329772091.7145354,16494231.467845175
2021-09-19 00:00:00 UTC,0.9977902632929816,337493046.50598973,6477819.719998686
2021-09-20 00:00:00 UTC,1.003382344854095,342108477.0310522,15386778.927721674
2021-09-21 00:00:00 UTC,0.9934610235077272,335246326.01503503,22321865.588719077
2021-09-22 00:00:00 UTC,0.9955979908999948,334550284.52985805,13396621.649418283
2021-09-23 00:00:00 UTC,1.0031462449561626,340069594.49650705,15224600.455535738
2021-09-24 00:00:00 UTC,1.0011056970601,339521492.311106,5801873.374943798
2021-09-25 00:00:00 UTC,1.0069740264189322,341904204.3637288,21795284.86607265
2021-09-26 00:00:00 UTC,1.0036208881142394,341277604.5008005,17655701.63466
2021-09-27 00:00:00 UTC,1.008257181680567,341934261.2729826,7346808.073363639
2021-09-28 00:00:00 UTC,0.9904671870800584,335861137.53252137,8246473.1287694
2021-09-29 00:00:00 UTC,0.992892375869569,346311099.94849503,6961541.9918728005
2021-09-30 00:00:00 UTC,1.0085679317316572,352350388.637138,9044957.319584208
2021-10-01 00:00:00 UTC,0.998988754041447,350182642.5588134,5872185.705214597
2021-10-02 00:00:00 UTC,1.004746202773994,351257107.0815502,12570601.817963136
2021-10-03 00:00:00 UTC,0.9931836554625318,347853608.32303256,3611816.970238156
2021-10-04 00:00:00 UTC,1.000432002297461,352306858.0338233,6632145.223964416
2021-10-05 00:00:00 UTC,1.0005339623929768,352247441.326169,10920497.531500882
2021-10-06 00:00:00 UTC,1.0053946952385846,352178689.65775514,9353216.58454332
2021-10-07 00:00:00 UTC,1.0126318122489508,368483795.40749645,8064037.136619852
2021-10-08 00:00:00 UTC,0.9964925442706292,371998485.3692188,8311012.183994045
2021-10-09 00:00:00 UTC,1.0005512646988886,383442463.980033,8863012.935616612
2021-10-10 00:00:00 UTC,1.0055867465446942,394757249.8336605,6531322.545335289
2021-10-11 00:00:00 UTC,1.0008176887561249,393876895.0362552,8834822.681277432
2021-10-12 00:00:00 UTC,1.0102277655298364,396194349.5676883,13613177.818423774
2021-10-13 00:00:00 UTC,1.0075076543073131,404640035.9894936,17378805.398473877
2021-10-14 00:00:00 UTC,1.0025395720629762,407923046.9614024,9753112.82754157
2021-10-15 00:00:00 UTC,1.0061828953756655,423892655.24950594,12908027.871028837
2021-10-16 00:00:00 UTC,1.0020135889050197,423496680.2935363,61119510.12069262
2021-10-17 00:00:00 UTC,1.003256375831471,443610323.1196336,15486803.673540313
2021-10-18 00:00:00 UTC,1.0032481401492437,451312638.1103803,14857935.2303373
2021-10-19 00:00:00 UTC,0.997613418425717,450186366.8457679,11355006.221420871
2021-10-20 00:00:00 UTC,1.0008365235008498,464204327.40284216,10806683.935479516
2021-10-21 00:00:00 UTC,1.004900112568925,465295241.8328607,5131556.705841752
2021-10-22 00:00:00 UTC,1.0081213533290292,480415967.8496085,25466646.247271337
2021-10-23 00:00:00 UTC,1.002751848732367,477300918.032124,7727957.291966239
2021-10-24 00:00:00 UTC,1.0235295390217742,497980852.7939895,7289822.385875068
2021-10-25 00:00:00 UTC,1.0165639787877667,494362702.7082008,13174435.713418333
2021-10-26 00:00:00 UTC,0.9978381159518616,505372285.19270486,31431950.644917917
2021-10-27 00:00:00 UTC,1.001874861428324,522062503.1788327,77090298.60703285
2021-10-28 00:00:00 UTC,1.0072510945060853,540679642.7838216,27602889.50910332
2021-10-29 00:00:00 UTC,1.0066855918387885,553654574.0891523,24298282.514486447
2021-10-30 00:00:00 UTC,1.0014662239853356,592032323.0728697,11893971.72406592
2021-10-31 00:00:00 UTC,1.0035570072791284,608540794.8875343,6508064.895092991
2021-11-01 00:00:00 UTC,0.9998139047992668,605267446.548626,8029168.978708609
2021-11-02 00:00:00 UTC,0.9998818273097436,621172758.0587103,5655275.061062485
2021-11-03 00:00:00 UTC,1.0141859301904157,628144621.9312625,20093322.72492053
2021-11-04 00:00:00 UTC,1.0036687184412605,648333169.0931444,12069274.453421392
2021-11-05 00:00:00 UTC,1.0070328395789876,656850919.0008925,16578380.097572315
2021-11-06 00:00:00 UTC,1.0040055586872525,659468427.9088395,9294285.54602118
2021-11-07 00:00:00 UTC,1.0071221361978393,679978906.213476,9129191.231101148
2021-11-08 00:00:00 UTC,1.0038792370125191,682910641.3132735,16324741.846157407
2021-11-09 00:00:00 UTC,1.0056230029858932,733686620.6348677,6458765.255380805
2021-11-10 00:00:00 UTC,1.0170864298434077,821401545.1227149,4264425.848448374
2021-11-11 00:00:00 UTC,1.010830977736744,839166784.4858327,7075104.253169604
2021-11-12 00:00:00 UTC,1.0054732194513594,851124606.929214,27192304.21536884
2021-11-13 00:00:00 UTC,1.006604643581759,900275773.0558994,32260726.21428184
2021-11-14 00:00:00 UTC,1.0235974126978924,947821381.8733876,2548234.694857075
2021-11-15 00:00:00 UTC,1.0085366402104463,950984283.6117188,19263962.70667537
2021-11-16 00:00:00 UTC,1.005208421388293,971357708.0491656,21738203.77119777
2021-11-17 00:00:00 UTC,1.005159267651394,997474396.8283316,17662999.290102992
2021-11-18 00:00:00 UTC,1.0102769308662083,997856219.2122004,14755873.469753226
2021-11-19 00:00:00 UTC,1.002192438000023,1023451653.501274,14949470.26780683
