snapped_at,price,market_cap,total_volume
2014-11-06 00:00:00 UTC,0.5854617896046773,2605294.425428601,27346.04351351422
2014-11-07 00:00:00 UTC,0.6136772191411294,2757962.38382086,29898.20384839765
2014-11-08 00:00:00 UTC,0.6371519801302902,2874455.726135533,39947.456039222176
2014-11-09 00:00:00 UTC,0.7192936480153991,3258480.786398336,43779.97350350323
2014-11-10 00:00:00 UTC,0.728303384780616,3313614.347580073,66647.31465543392
2014-11-11 00:00:00 UTC,0.7114653692711569,3249885.585124855,28792.30999731468
2014-11-12 00:00:00 UTC,0.7220544739200897,3312025.602984334,70226.20230585976
2014-11-13 00:00:00 UTC,0.6944337582231164,3198396.615141217,40167.52884342249
2014-11-14 00:00:00 UTC,0.6846655941086522,3166705.0358874267,65663.45623152472
2014-11-15 00:00:00 UTC,0.6424156021233741,2983286.1908298456,30451.22939176304
2014-11-16 00:00:00 UTC,0.6519713908717601,3039759.236457185,26000.27896249987
2014-11-17 00:00:00 UTC,0.5807277192069967,2718630.9399777376,147551.72179624453
2014-11-18 00:00:00 UTC,0.5985739194261809,2813360.27156459,49846.93037607679
2014-11-19 00:00:00 UTC,0.5529292500395872,2609021.548128044,24829.009614105733
2014-11-20 00:00:00 UTC,0.520573882431492,2465939.7404182106,22143.434464511007
2014-11-21 00:00:00 UTC,0.5367564187388534,2552776.491329094,31334.37422116961
2014-11-22 00:00:00 UTC,0.5321795685408418,2540847.1790940603,27264.646953906784
2014-11-23 00:00:00 UTC,0.5251585799129385,2517266.778391364,28643.049754402728
2014-11-24 00:00:00 UTC,0.5365698646747827,2581673.173120972,35602.50861544027
2014-11-25 00:00:00 UTC,0.5984252021287347,2890823.994002119,85003.72246360152
2014-11-26 00:00:00 UTC,0.558374513963675,2707227.460497593,28310.698692331614
2014-11-27 00:00:00 UTC,0.5541356351840033,2697239.688460351,9862.89986228735
2014-11-28 00:00:00 UTC,0.564963808951459,2760440.853763467,16787.789822253173
2014-11-29 00:00:00 UTC,0.5675657264609898,2776609.8579174136,16620.489019776818
2014-11-30 00:00:00 UTC,0.5626957392702512,2752785.2085220884,14234.979931917473
2014-12-01 00:00:00 UTC,0.4809762575548163,2376220.874538905,73892.48746970185
2014-12-02 00:00:00 UTC,0.5274150491546832,2615608.398442722,20582.92957463821
2014-12-03 00:00:00 UTC,0.5066797225904918,2522054.053963658,25166.7101511267
2014-12-04 00:00:00 UTC,0.4542587687045432,2269559.937802571,16968.363659220926
2014-12-05 00:00:00 UTC,0.4278787084990885,2145677.36920846,45934.51893540215
2014-12-06 00:00:00 UTC,0.4420025023210489,2224738.2669725725,18467.57488702909
2014-12-07 00:00:00 UTC,0.469525051231702,2371763.0695172804,21703.10285375038
2014-12-08 00:00:00 UTC,0.447403306764307,2263346.665827921,34334.094707021744
2014-12-09 00:00:00 UTC,0.3875585905591682,1960601.163408839,27312.441714233308
2014-12-10 00:00:00 UTC,0.395045248981535,1998475.0528554872,17811.620838680974
2014-12-11 00:00:00 UTC,0.3985188853026879,2016047.661432388,22398.779685783487
2014-12-12 00:00:00 UTC,0.3743668566264168,1893866.147011405,15559.652144375954
2014-12-13 00:00:00 UTC,0.3761659322927245,1902967.4027449817,17352.68496449772
2014-12-14 00:00:00 UTC,0.3860937531576432,1953190.7692552968,13338.130262503795
2014-12-15 00:00:00 UTC,0.3815159934249545,1930032.5648538244,23202.109828856144
2014-12-16 00:00:00 UTC,0.3389511773605061,1714703.5025413735,39009.95785298068
2014-12-17 00:00:00 UTC,0.3394747376514198,1717352.1160426226,34642.391284801066
2014-12-18 00:00:00 UTC,0.3143866504950557,1590435.221243563,16910.0439613888
2014-12-19 00:00:00 UTC,0.3226196450989279,1699226.70166812,15659.631621627936
2014-12-20 00:00:00 UTC,0.3348308511536667,1766089.097400447,12221.23969173467
2014-12-21 00:00:00 UTC,0.3443119441030437,1816097.7953195355,23859.72680864235
2014-12-22 00:00:00 UTC,0.3427741882602294,1823856.8950882067,18727.95347714469
2014-12-23 00:00:00 UTC,0.3807271952987239,2032909.2305669344,25501.6284707318
2014-12-24 00:00:00 UTC,0.4190509791559144,2244565.2739587,65740.4733811522
2014-12-25 00:00:00 UTC,0.4543190295523993,2441538.1782753966,56084.31218452125
2014-12-26 00:00:00 UTC,0.4333958766317004,2332960.035803281,34235.654719887345
2014-12-27 00:00:00 UTC,0.5255512766595208,2843474.160315271,108452.4591484751
2014-12-28 00:00:00 UTC,0.5677575736512072,3079240.58154578,117899.19379582792
2014-12-29 00:00:00 UTC,0.488242771803847,2658394.0087730223,61791.08478741789
2014-12-30 00:00:00 UTC,0.4887227397864948,2670333.6440876485,68368.5068795166
2014-12-31 00:00:00 UTC,0.4263342881823864,2336948.4163317336,35115.185672633925
2015-01-01 00:00:00 UTC,0.4661815174930106,2563380.65570088,25897.14177898392
2015-01-02 00:00:00 UTC,0.4686045458551245,2577241.5905940225,39572.72085722017
2015-01-03 00:00:00 UTC,0.4799879677021994,2655962.540555544,44998.23848812771
2015-01-04 00:00:00 UTC,0.4057102629405078,2252093.6124801296,30417.29166607927
2015-01-05 00:00:00 UTC,0.4196206083168053,2336725.3359506777,34894.906537338
2015-01-06 00:00:00 UTC,0.4601051222146623,2569469.01774096,34234.669331738594
2015-01-07 00:00:00 UTC,0.4659582494832699,2610330.264724492,22259.128946932826
2015-01-08 00:00:00 UTC,0.4354253179008393,2446923.518705961,18123.03982415066
2015-01-09 00:00:00 UTC,0.4211252200686072,2373213.27642683,17696.085431681968
2015-01-10 00:00:00 UTC,0.4168789510891296,2357365.8419819567,23182.6746640223
2015-01-11 00:00:00 UTC,0.3824016243884108,2169123.884533714,12997.303763181744
2015-01-12 00:00:00 UTC,0.363511014788121,2068119.5813239089,11892.862266737173
2015-01-13 00:00:00 UTC,0.3025823186174876,1726741.6763373185,12233.583336256632
2015-01-14 00:00:00 UTC,0.2161766527340423,1237424.3440977773,21322.013210543555
2015-01-15 00:00:00 UTC,0.2627222853234926,1508568.1765537553,14340.279666323317
2015-01-16 00:00:00 UTC,0.2780971878032935,1601588.958083572,14572.456997103678
2015-01-17 00:00:00 UTC,0.2421467233784511,1398533.1718223705,12659.232444397365
2015-01-18 00:00:00 UTC,0.2570594736515093,1489187.6886168723,12166.53043786682
2015-01-19 00:00:00 UTC,0.2561533912035164,1488397.7226321986,17473.275616225565
2015-01-20 00:00:00 UTC,0.2396578244139874,1396652.2257326234,8200.592386240955
2015-01-21 00:00:00 UTC,0.2548272548190915,1489477.790953076,9703.78916678393
2015-01-22 00:00:00 UTC,0.2718063309773884,1593284.6795638325,15578.677735914838
2015-01-23 00:00:00 UTC,0.2807656059400748,1650657.7776160778,12379.199376455334
2015-01-24 00:00:00 UTC,0.3069210949371485,1809765.760876605,16271.93061948296
2015-01-25 00:00:00 UTC,0.3240973915821921,1916673.7303248772,25355.99839702642
2015-01-26 00:00:00 UTC,0.3145485462296372,1865559.1183188176,28820.78135488549
2015-01-27 00:00:00 UTC,0.3004736416536059,1783712.4959994005,22251.28377168806
2015-01-29 00:00:00 UTC,0.3185434576442021,1905511.67354165,28963.93633679916
2015-01-30 00:00:00 UTC,0.2968918769262358,1781098.6065701505,22303.41157094368
2015-01-31 00:00:00 UTC,0.2867448535225681,1724897.608653211,10159.942725772751
2015-02-01 00:00:00 UTC,0.3037844262604704,1832626.638002358,17831.806938676527
2015-02-02 00:00:00 UTC,0.2995214130065801,1811911.3573784204,16109.754523032652
2015-02-03 00:00:00 UTC,0.2854624420973556,1731678.5464247046,11371.195433989657
2015-02-04 00:00:00 UTC,0.280402905141213,1705752.280210225,19205.694524156377
2015-02-05 00:00:00 UTC,0.2725447210385284,1662603.7441171715,13563.098970607658
2015-02-06 00:00:00 UTC,0.2691579962746856,1646503.522815365,13672.160308787445
2015-02-07 00:00:00 UTC,0.2748643318946962,1686238.253036246,12521.853464121865
2015-02-08 00:00:00 UTC,0.2632574718682142,1619288.2852222857,11404.035007185708
2015-02-09 00:00:00 UTC,0.2527167653851646,1558748.1638089067,12757.850161463424
2015-02-10 00:00:00 UTC,0.2443034182431045,1510796.280150346,14362.560727589753
2015-02-11 00:00:00 UTC,0.2321951917507858,1439911.113823381,22324.26094733611
2015-02-12 00:00:00 UTC,0.2480522890684314,1542369.041192092,26317.86451299949
2015-02-13 00:00:00 UTC,0.2560092459384123,1596022.8253898416,12743.593775060772
2015-02-14 00:00:00 UTC,0.2812944683658766,1758507.305688847,19620.64345583388
2015-02-15 00:00:00 UTC,0.25289453187433,1585284.54672615,13440.863154723913
2015-02-16 00:00:00 UTC,0.2529575040327823,1589545.4939713748,8798.875259485609
2015-02-17 00:00:00 UTC,0.2521976825780426,1589090.7885868168,16573.724681821383
2015-02-18 00:00:00 UTC,0.2399585128963873,1515837.602564536,32781.95532567888
2015-02-19 00:00:00 UTC,0.2822987528441379,1788187.856339603,35653.76194689758
2015-02-20 00:00:00 UTC,0.3028614280458646,1923253.0521225247,24093.837095615312
2015-02-21 00:00:00 UTC,0.3022713512205468,1924672.6268071197,14759.892156112468
2015-02-22 00:00:00 UTC,0.3124437645100691,1994554.1332657472,30475.455470029192
2015-02-23 00:00:00 UTC,0.3330224940096325,2131481.832974168,83941.05552132483
2015-02-24 00:00:00 UTC,0.3498482239808778,2244925.3252928155,73329.6408681595
2015-02-25 00:00:00 UTC,0.3659864843562346,2354291.5055399123,36454.88788834964
2015-02-26 00:00:00 UTC,0.3571042692397732,2302997.21460726,31111.005658727565
2015-02-27 00:00:00 UTC,0.3859214210094722,2495027.139632496,35440.76741093186
2015-02-28 00:00:00 UTC,0.4165204607389218,2699778.1642308203,67895.57285641096
2015-03-01 00:00:00 UTC,0.419848074973017,2728327.715114329,23600.005023136862
2015-03-02 00:00:00 UTC,0.4205778599847863,2739934.7992421472,67354.46221436687
2015-03-03 00:00:00 UTC,0.4130630295503076,2697770.409502048,22599.727254373185
2015-03-04 00:00:00 UTC,0.4131117379660229,2704806.5538235246,22090.887585465556
2015-03-05 00:00:00 UTC,0.4714123041696984,3093772.8844972923,47650.38285981179
2015-03-06 00:00:00 UTC,0.4856521005465752,3195626.759851905,76615.93695534782
2015-03-07 00:00:00 UTC,0.4642893868074573,3062423.5451506195,24403.651663638477
2015-03-08 00:00:00 UTC,0.4892977650625385,3228256.5006771223,40440.93832595852
2015-03-09 00:00:00 UTC,0.6662086469717031,4415634.243171683,118683.1232580059
2015-03-10 00:00:00 UTC,0.7921025046006618,5263185.291609447,200926.06637327644
2015-03-11 00:00:00 UTC,0.7145632986609696,4750839.116407635,94309.08980828506
2015-03-12 00:00:00 UTC,0.6792708044216887,4535331.532484576,66492.48252304328
2015-03-13 00:00:00 UTC,0.6457758586154783,4322265.647230168,59277.87421693328
2015-03-14 00:00:00 UTC,0.663494958960758,4451330.619101255,86732.43501632748
2015-03-15 00:00:00 UTC,0.6863490754596739,4615493.686790896,67660.43677015895
2015-03-16 00:00:00 UTC,0.7943291884452781,5354526.98821669,115175.57078860636
2015-03-17 00:00:00 UTC,0.7479342001167374,5053635.8198751705,60562.51542158633
2015-03-18 00:00:00 UTC,0.6342398914507031,4295437.232841746,50930.08445228224
2015-03-19 00:00:00 UTC,0.676779088507726,4594548.331120232,53712.39111900448
2015-03-20 00:00:00 UTC,0.6410333969532032,4361994.442876278,28389.34166827024
2015-03-21 00:00:00 UTC,0.7446128625805528,5078780.951803177,62423.54299248965
2015-03-22 00:00:00 UTC,0.7769692528461063,5311336.172470639,111852.6517281287
2015-03-23 00:00:00 UTC,0.7611203453025727,5215041.337462787,45526.97184984176
2015-03-24 00:00:00 UTC,0.7021737513173117,4822237.219766749,52742.22266906146
2015-03-25 00:00:00 UTC,0.7681914670486878,5287819.076728296,105716.60502885694
2015-03-26 00:00:00 UTC,0.7388226155499859,5097142.396437662,46006.05450906242
2015-03-27 00:00:00 UTC,0.7958941750565416,5503490.428178077,45551.73740479194
2015-03-28 00:00:00 UTC,0.803712310761532,5559910.575126086,76280.86872138592
2015-03-29 00:00:00 UTC,0.7178917233065273,4966222.030897492,58352.11953355417
2015-03-30 00:00:00 UTC,0.8906055515544424,6161019.506671151,115545.58624840008
2015-03-31 00:00:00 UTC,0.9042789711535308,6255609.31101927,208886.70325706183
2015-04-01 00:00:00 UTC,1.00217065758121,7009380.008913184,120823.2697283938
2015-04-02 00:00:00 UTC,0.9683841834028412,6787844.387889779,88018.53926335869
2015-04-03 00:00:00 UTC,0.9706534215075832,6819223.694192268,147796.5002991996
2015-04-04 00:00:00 UTC,0.8603654495153283,6057634.385618589,146977.3811771712
2015-04-05 00:00:00 UTC,0.8833018349262515,6232768.540435975,156771.7474784735
2015-04-06 00:00:00 UTC,0.7910696493856723,5594209.612769607,38107.11868137461
2015-04-07 00:00:00 UTC,0.7846324835229908,5554421.197184087,95401.72921136496
2015-04-08 00:00:00 UTC,0.7525677952733573,5345506.358885949,33039.48628372782
2015-04-09 00:00:00 UTC,0.7608238569343211,5415726.050560305,25571.50707160698
2015-04-10 00:00:00 UTC,0.8001880612898395,5706538.758524306,74453.71303686914
2015-04-11 00:00:00 UTC,0.8293319630075435,5914378.406192407,51053.45139990712
2015-04-12 00:00:00 UTC,0.8016330266150951,5716843.524406471,26269.22855044142
2015-04-13 00:00:00 UTC,0.6902703051421305,4956090.401188222,68519.02796633223
2015-04-14 00:00:00 UTC,0.6547878313447282,4711563.818135209,41425.63458897003
2015-04-15 00:00:00 UTC,0.6752399941546144,4869005.694570222,24873.759278393187
2015-04-16 00:00:00 UTC,0.6815750599753447,4924811.24533483,43594.12739946514
2015-04-17 00:00:00 UTC,0.6565116221089061,4753952.966386918,27396.850110546737
2015-04-18 00:00:00 UTC,0.6903814092877986,5009789.977093012,39242.17018990776
2015-04-19 00:00:00 UTC,0.6627067602930978,4818345.355596827,15209.57353951026
2015-04-20 00:00:00 UTC,0.6773316035452871,4935816.994775039,24849.294093824443
2015-04-21 00:00:00 UTC,0.6357453161347509,4642450.067164185,103435.4451103121
2015-04-22 00:00:00 UTC,0.5763420796294365,4217116.321305533,29156.82573332901
2015-04-23 00:00:00 UTC,0.6000132121662615,4399455.275091041,45643.883403332686
