snapped_at,price,market_cap,total_volume
2021-07-16 00:00:00 UTC,1.1135774403435323,195230959.1196876,5163391.2665611375
2021-07-17 00:00:00 UTC,1.060686165316593,186334043.0933755,4274337.959721468
2021-07-18 00:00:00 UTC,1.1192654562729327,197401002.2417927,6464054.660497452
2021-07-19 00:00:00 UTC,1.0724654619376155,190581684.48715305,4388367.340575876
2021-07-20 00:00:00 UTC,1.0369723424008583,184109455.0996271,4766461.555199292
2021-07-21 00:00:00 UTC,0.9490963960792974,169205442.17526394,7828099.736735603
2021-07-22 00:00:00 UTC,1.067764144933513,191418237.73241207,9258726.497560622
2021-07-23 00:00:00 UTC,1.1043532177945816,198456109.3999219,6320206.806202558
2021-07-24 00:00:00 UTC,1.3043109468185403,235413654.64459947,9095617.914290665
2021-07-25 00:00:00 UTC,1.3195912286206153,238776945.9962855,9992907.182360392
2021-07-26 00:00:00 UTC,1.4547725920397303,264553071.91146132,6685946.025335495
2021-07-27 00:00:00 UTC,1.4303415117067604,260969784.93150204,14133121.625681138
2021-07-28 00:00:00 UTC,1.4340725841969786,262444380.28028455,7775127.036998467
2021-07-29 00:00:00 UTC,1.382983486026935,254435624.39080197,6356722.62035959
2021-07-30 00:00:00 UTC,1.3615806768279433,251437020.77725163,5708906.321575233
2021-07-31 00:00:00 UTC,1.4911746704359106,275458423.3202481,6598777.440154859
2021-08-01 00:00:00 UTC,1.654331203986442,306699881.2428836,13744517.569547396
2021-08-02 00:00:00 UTC,1.5412152038983709,287118741.3603267,9231901.169302506
2021-08-03 00:00:00 UTC,1.809206622349232,337509512.8948201,14772069.303660488
2021-08-04 00:00:00 UTC,1.9310592472565,363404385.0724303,25240075.675680865
2021-08-05 00:00:00 UTC,2.611763144881686,492461487.4568523,55528152.1673172
2021-08-06 00:00:00 UTC,2.3291334697201127,444249821.7784975,46938617.244377606
2021-08-07 00:00:00 UTC,2.345387342752477,443854170.9750439,33538188.077160902
2021-08-08 00:00:00 UTC,2.5572044868800337,486968883.2795294,24931818.366518386
2021-08-09 00:00:00 UTC,2.2527029268056,429686505.5471616,19271780.070361275
2021-08-10 00:00:00 UTC,2.4849558040002666,464802670.49237007,23064526.40258024
2021-08-11 00:00:00 UTC,3.2235841860013803,613852877.2658645,281486314.2080202
2021-08-12 00:00:00 UTC,2.9100020659998127,562820547.2553015,69573083.6819037
2021-08-13 00:00:00 UTC,2.8725009130429933,546447339.0274743,47336564.255606025
2021-08-14 00:00:00 UTC,3.1409738724532583,608334864.5791227,37757405.91416464
2021-08-15 00:00:00 UTC,2.965451973502378,576692802.2316517,28918268.991613425
2021-08-16 00:00:00 UTC,3.142152533624825,613444779.1468579,25999121.64474537
2021-08-17 00:00:00 UTC,3.3942235096960367,659795950.8283427,98895875.4860345
2021-08-18 00:00:00 UTC,3.175570003041278,622253180.3005173,63817028.73706658
2021-08-19 00:00:00 UTC,3.120079699219638,616093371.5791001,40777224.37403794
2021-08-20 00:00:00 UTC,3.241257440807673,630375146.5620084,39847656.28809138
2021-08-21 00:00:00 UTC,3.193599359741666,633016348.3995763,51090035.844115935
2021-08-22 00:00:00 UTC,3.1302702758124017,623243213.8543397,29282535.53170904
2021-08-23 00:00:00 UTC,3.09031856503297,617030023.7910767,26548322.33626673
2021-08-24 00:00:00 UTC,3.151003449591922,631478782.82761,40753099.73179104
2021-08-25 00:00:00 UTC,2.8978243614581523,585174350.7445511,35263873.549474046
2021-08-26 00:00:00 UTC,2.9476827263472742,594279893.9321066,43748381.00608045
2021-08-27 00:00:00 UTC,2.7110417316478457,549571228.5123793,50037407.235315554
2021-08-28 00:00:00 UTC,2.973032895174957,603482907.3304478,43289677.31279771
2021-08-29 00:00:00 UTC,2.9102070211210167,592017168.3851181,24348794.933459066
2021-08-30 00:00:00 UTC,2.911694732669218,594358125.5257096,28142968.944065213
2021-08-31 00:00:00 UTC,3.2142488675290304,656960439.3620272,162398412.7286631
2021-09-01 00:00:00 UTC,3.669370258406868,756700321.0765877,146628807.45322505
2021-09-02 00:00:00 UTC,4.1710655137084816,859907941.5901734,284958374.4869581
2021-09-03 00:00:00 UTC,3.871064309865357,792967458.6833476,89368932.3694092
2021-09-04 00:00:00 UTC,3.8432683538081385,800517207.0726786,82459085.03640506
2021-09-05 00:00:00 UTC,3.810302960977951,794695246.5202688,64200955.09403071
2021-09-06 00:00:00 UTC,4.250621957383151,885373934.5827731,111342346.7168956
2021-09-07 00:00:00 UTC,4.181548909808493,875091607.5236819,90496476.0052214
2021-09-08 00:00:00 UTC,3.798632966212488,794509553.4018897,118327251.54990904
2021-09-09 00:00:00 UTC,4.034125658984445,851440131.7587229,113213339.92037594
2021-09-10 00:00:00 UTC,5.712248198182313,1202140844.6481476,330186646.8300627
2021-09-11 00:00:00 UTC,5.61063123870797,1187620869.5891569,364729966.9872675
2021-09-12 00:00:00 UTC,5.190902722099523,1102148168.8292615,136926979.41727686
2021-09-13 00:00:00 UTC,5.170498253121879,1101377644.8999834,85580200.72760862
2021-09-14 00:00:00 UTC,5.763627763163145,1357951693.962093,264858742.59305045
2021-09-15 00:00:00 UTC,6.150862753407294,1454292448.3183708,275605517.3301858
2021-09-16 00:00:00 UTC,6.059940298166795,1441404834.4787054,123334542.91448158
2021-09-17 00:00:00 UTC,5.698558052834367,1358978052.6815329,87342048.04891273
2021-09-18 00:00:00 UTC,5.189471977010224,1242930929.9929333,76155545.59522574
2021-09-19 00:00:00 UTC,5.297362260294341,1274658204.4890592,73161365.59065977
2021-09-20 00:00:00 UTC,5.392090514888702,1282063883.0404034,75132431.02365495
2021-09-21 00:00:00 UTC,4.481504715309559,1081021304.877972,136050696.65679798
2021-09-22 00:00:00 UTC,4.16531995685667,1010410980.980689,116159037.73816156
2021-09-23 00:00:00 UTC,4.715684997268012,1151554080.7252138,86485126.58683018
2021-09-24 00:00:00 UTC,4.836576358471109,1184957739.226509,74965550.05236046
2021-09-25 00:00:00 UTC,4.285430025155241,1060982640.093394,86568433.45845225
2021-09-26 00:00:00 UTC,4.147697682217958,1024411882.3166308,40363620.449112
2021-09-27 00:00:00 UTC,4.421523143547162,1148952438.4887316,100644748.55725442
2021-09-28 00:00:00 UTC,4.141126148855624,1028720855.558523,68540880.71176118
2021-09-29 00:00:00 UTC,3.913480882286888,978352455.96983,52689656.84907336
2021-09-30 00:00:00 UTC,3.995236453626164,1000111029.0057528,51449886.57950951
2021-10-01 00:00:00 UTC,4.062345487314524,1021947852.7693996,47317958.09862239
2021-10-02 00:00:00 UTC,4.509502469085023,1136316004.324042,79079728.61331467
2021-10-03 00:00:00 UTC,4.474660888928406,1133827092.7812245,43448728.62436638
2021-10-04 00:00:00 UTC,4.511119262202475,1147592020.9848218,41373345.14042687
2021-10-05 00:00:00 UTC,4.283772671515372,1096170752.1523418,49141532.02419103
2021-10-06 00:00:00 UTC,4.708603274275134,1207881916.577446,99933418.06396802
2021-10-07 00:00:00 UTC,4.573496122371509,1175717123.202628,67022172.44700754
2021-10-08 00:00:00 UTC,4.5887997803194605,1184997635.9037752,53838310.81208491
2021-10-09 00:00:00 UTC,4.526555468871496,1163687307.6061006,44860577.68615466
2021-10-10 00:00:00 UTC,4.457568483773294,1159160572.0277734,73533906.3036588
2021-10-11 00:00:00 UTC,4.156196047283827,1084263843.9520483,36003076.5130887
2021-10-12 00:00:00 UTC,4.215712102800783,1101464882.4341104,61182549.877992585
2021-10-13 00:00:00 UTC,4.197086255049257,1102167719.9972336,41655852.14728853
2021-10-14 00:00:00 UTC,4.193026173632529,1105113373.8507426,33041666.504045807
2021-10-15 00:00:00 UTC,4.345107861228435,1146140170.420152,49233294.820538
2021-10-16 00:00:00 UTC,4.230608228746246,1121626956.6069162,39420541.90016686
2021-10-17 00:00:00 UTC,4.19542385407112,1120793675.74112,29641478.148114357
2021-10-18 00:00:00 UTC,4.104336367789431,1101139937.9956691,22935883.12008
2021-10-19 00:00:00 UTC,4.077378983375943,1093350649.9385102,27875208.25559799
2021-10-20 00:00:00 UTC,4.036510169968754,1087126885.0168474,23804361.600673284
2021-10-21 00:00:00 UTC,4.3205847153129895,1164963121.9167342,46085390.27206493
2021-10-22 00:00:00 UTC,4.214157482999513,1140933096.1925943,47987086.48261425
2021-10-23 00:00:00 UTC,4.220227086119071,1146955306.7298553,44568411.87473551
2021-10-24 00:00:00 UTC,4.222140926002433,1152366281.2159305,18268480.66875489
2021-10-25 00:00:00 UTC,4.5599251306358894,1241051159.6499293,90519252.78666024
2021-10-26 00:00:00 UTC,4.848235593968524,1331072915.8744016,84426158.79105102
2021-10-27 00:00:00 UTC,4.970864688893052,1377111328.983184,108746919.76417509
2021-10-28 00:00:00 UTC,4.408561643588602,1219410300.1762085,98003700.26961686
2021-10-29 00:00:00 UTC,4.650436016030846,1286769430.50727,65624590.2000386
2021-10-30 00:00:00 UTC,4.65189838019384,1295306187.8597589,48452397.81798206
2021-10-31 00:00:00 UTC,4.453226473070917,1241421151.186722,45040022.51918372
2021-11-01 00:00:00 UTC,4.466426780151186,1254626382.3644557,40381688.26275358
2021-11-02 00:00:00 UTC,4.451267681216346,1258428516.8685248,44378253.17154536
2021-11-03 00:00:00 UTC,4.495202198864007,1263525553.5510466,51078137.63238099
2021-11-04 00:00:00 UTC,4.454957643211477,1258609605.6726863,56369371.75575355
2021-11-05 00:00:00 UTC,4.30905026144087,1216283235.6688926,47584116.15836672
2021-11-06 00:00:00 UTC,4.318008690812725,1228772779.032271,35802233.46875022
2021-11-07 00:00:00 UTC,4.264515641608388,1219046861.3149507,37800939.81238264
2021-11-08 00:00:00 UTC,4.417704765549778,1268144434.9985435,55138721.534063175
2021-11-09 00:00:00 UTC,4.372901642394211,1255133591.9442797,52219032.21018416
2021-11-10 00:00:00 UTC,4.284653384118919,1238461686.0704894,50383029.94891859
2021-11-11 00:00:00 UTC,5.227314083004533,1513639678.3443298,434456065.54655993
2021-11-12 00:00:00 UTC,5.875594941784178,1705612263.7623184,723905518.8893247
2021-11-13 00:00:00 UTC,5.6131104585748535,1631865873.6774557,322204535.43031496
2021-11-14 00:00:00 UTC,5.529327911163649,1614551776.9299092,124056334.015547
2021-11-15 00:00:00 UTC,5.397863775763549,1569890746.0709996,86791115.00837986
2021-11-16 00:00:00 UTC,5.096169190377758,1498292972.4732783,84642360.85734555
2021-11-17 00:00:00 UTC,4.534279431166618,1338131820.1916423,118761034.59416896
2021-11-18 00:00:00 UTC,4.652392066244368,1372400637.470775,86138510.62120262
2021-11-19 00:00:00 UTC,4.1719706728116925,1236612220.3703818,75047744.04835978
2021-11-20 00:00:00 UTC,4.674377694459396,1392163691.0096102,93280839.96294822
2021-11-21 00:00:00 UTC,4.634730138341664,1384921704.694603,70625168.92794482
2021-11-22 00:00:00 UTC,4.484599525917436,1351021722.339767,73710548.69263978
2021-11-23 00:00:00 UTC,4.409388989097163,1325224855.6385894,61027140.43010422
2021-11-24 00:00:00 UTC,4.507866592519098,1360612587.227713,77942607.7031658
2021-11-25 00:00:00 UTC,5.191757681977992,1568345097.065754,169097089.5097815
2021-11-26 00:00:00 UTC,5.025671545066589,1532389548.7006304,134447230.80690247
2021-11-27 00:00:00 UTC,4.5729798509574735,1393692159.8873916,86912971.55005968
2021-11-28 00:00:00 UTC,4.672755369100696,1424555907.8573806,89331821.080893
2021-11-29 00:00:00 UTC,4.788334405015127,1467279967.5484858,45973356.83824885
2021-11-30 00:00:00 UTC,4.799642142304469,1477853740.1217043,47607163.54721613
2021-12-01 00:00:00 UTC,4.554203599770283,1404770537.9205563,57738109.09364943
2021-12-02 00:00:00 UTC,4.543484150853327,1404712415.5222929,48062022.676878944
2021-12-03 00:00:00 UTC,4.383036575839595,1356438910.5330343,44302764.46058915
2021-12-04 00:00:00 UTC,4.211030207926419,1321785439.6928658,44980631.56447074
2021-12-05 00:00:00 UTC,3.8350964841921344,1195455597.679988,77910803.45630996
2021-12-06 00:00:00 UTC,3.491922721837674,1092540461.2810838,38624795.24357484
2021-12-07 00:00:00 UTC,3.7823269290956216,1196171657.879444,73387645.2938801
2021-12-08 00:00:00 UTC,3.8831501126638193,1220358523.8551116,43149517.38828246
2021-12-09 00:00:00 UTC,3.970399522893853,1252080304.925006,35377562.73082857
2021-12-10 00:00:00 UTC,3.589648067735061,1144233236.208624,31148409.20945886
2021-12-11 00:00:00 UTC,3.481989213113045,1112522250.4414864,24124287.05532156
2021-12-12 00:00:00 UTC,3.586050021834997,1139525695.6365478,20360386.075622465
2021-12-13 00:00:00 UTC,3.630419472417965,1160000472.4377656,19175416.907184888
2021-12-14 00:00:00 UTC,3.216214303593653,1029053232.5947148,28390307.13521183
2021-12-15 00:00:00 UTC,3.2334281341595448,1035224068.8090544,23235795.9106871
2021-12-16 00:00:00 UTC,3.5244336012037705,1134681167.0095353,41181262.98750956
2021-12-17 00:00:00 UTC,3.311508096355532,1066440776.1532494,24571372.01627805
2021-12-18 00:00:00 UTC,3.1845178845768727,1031986007.7540468,22226162.451028183
2021-12-19 00:00:00 UTC,3.232023423674269,1049493096.4161776,16181231.418555325
2021-12-20 00:00:00 UTC,3.1779693021199944,1035089326.3511686,16144353.420259068
2021-12-21 00:00:00 UTC,3.1479606483299865,1029401078.6276988,34665684.64274954
2021-12-22 00:00:00 UTC,3.2444728118802444,1064023724.037234,20180485.203247853
2021-12-23 00:00:00 UTC,3.322715754956118,1091765919.013178,34584443.95156853
2021-12-24 00:00:00 UTC,3.697670923014222,1221412177.718917,45513423.23119181
2021-12-25 00:00:00 UTC,3.5746765843596373,1186651448.7928455,33029461.81264536
2021-12-26 00:00:00 UTC,3.609120951854488,1195531675.4077446,24366191.716244195
2021-12-27 00:00:00 UTC,3.805012044906718,1261240649.476734,45880801.57313255
2021-12-28 00:00:00 UTC,3.874233394039758,1291306754.7906444,85019761.54178981
2021-12-29 00:00:00 UTC,3.516293352089885,1177387669.6997244,62234749.261295855
2021-12-30 00:00:00 UTC,3.3497429513003727,1110017638.7352977,41379553.995616846
2021-12-31 00:00:00 UTC,3.5942288556511706,1204499882.169714,70670179.32989295
2022-01-01 00:00:00 UTC,3.5588501621220976,1205338895.839712,38319047.07872929
2022-01-02 00:00:00 UTC,3.730953677653762,1255529829.0730183,24329389.775682427
2022-01-03 00:00:00 UTC,3.7687576641106433,1276920617.4411898,29422431.20374044
2022-01-04 00:00:00 UTC,3.563359034930488,1210683783.6854675,41674078.509145565
2022-01-05 00:00:00 UTC,3.714829245923761,1310698951.2015135,79494089.30481273
2022-01-06 00:00:00 UTC,3.881985326021032,1332877717.0541935,174657762.40202272
2022-01-07 00:00:00 UTC,3.6941388604470458,1266939353.687812,100969215.53003436
2022-01-08 00:00:00 UTC,3.3666682576053133,1157427925.3948658,75368660.05513749
2022-01-09 00:00:00 UTC,3.2610441623465727,1129953767.101144,45152930.07422476
2022-01-10 00:00:00 UTC,3.3495927538362293,1152094454.4043207,34767643.61868117
2022-01-11 00:00:00 UTC,3.197785282323114,1105606816.4680204,48497086.91811046
2022-01-12 00:00:00 UTC,3.449118477822388,1196154172.0375395,49393139.77236284
2022-01-13 00:00:00 UTC,3.6021595178718524,1253542347.3725328,52250222.80315872
2022-01-14 00:00:00 UTC,3.2888869687443765,1150262061.8492522,52160493.75143831
2022-01-15 00:00:00 UTC,3.465789134256639,1207749772.7763398,42310929.746388994
2022-01-16 00:00:00 UTC,3.5064687908275483,1230797157.257511,31742551.714454483
2022-01-17 00:00:00 UTC,3.498370282075838,1229531213.733484,26302148.55467006
2022-01-18 00:00:00 UTC,3.418800487502985,1204520292.697298,34715797.51242337
2022-01-19 00:00:00 UTC,3.487457793712683,1229911302.398426,76865716.45802522
2022-01-20 00:00:00 UTC,3.3872733169500404,1203309634.7998936,52224685.5364196
2022-01-21 00:00:00 UTC,3.346393514590797,1189403455.2901905,47031183.867345065
2022-01-22 00:00:00 UTC,2.94044254229381,1044668880.9251218,71617196.52912676
2022-01-23 00:00:00 UTC,2.3390676863929944,832349525.3619243,86951312.72329533
2022-01-24 00:00:00 UTC,2.4439099676766265,873234286.0806328,52029300.99120155
2022-01-25 00:00:00 UTC,2.337196328356693,837508696.7665557,52499300.052923255
2022-01-26 00:00:00 UTC,2.3238831276780747,835094818.9472901,37795421.92351338
2022-01-27 00:00:00 UTC,2.3143968222286686,842633578.4185674,48291414.57662787
2022-01-28 00:00:00 UTC,2.2754956601019782,818503396.4879199,29057219.54923744
2022-01-29 00:00:00 UTC,2.30255210964394,832995897.9383696,22273780.355565306
2022-01-30 00:00:00 UTC,2.3346263605383686,845156973.3606135,25913395.950523555
2022-01-31 00:00:00 UTC,2.2677205535786733,827399086.8774492,20973472.739245705
2022-02-01 00:00:00 UTC,2.3817644238545017,869087196.343834,19989405.75692688
2022-02-02 00:00:00 UTC,2.653821371043952,971470885.9432992,52707808.24274999
2022-02-03 00:00:00 UTC,2.450698310486365,899308099.563958,46412734.61116445
2022-02-04 00:00:00 UTC,2.463724647653883,907189609.0965468,34265970.115132205
2022-02-05 00:00:00 UTC,2.699015049813132,997248240.5083458,38532821.010938816
2022-02-06 00:00:00 UTC,2.906685410260536,1076371703.9097495,57874848.42591569
2022-02-07 00:00:00 UTC,3.0196842959199643,1118220041.4524431,40417145.326227136
2022-02-08 00:00:00 UTC,3.087261489653944,1147028250.7560797,44895392.51515593
2022-02-09 00:00:00 UTC,3.0127925470239005,1122811260.775496,41339124.97343168
2022-02-10 00:00:00 UTC,2.9461298182782736,1100110199.9598243,24720513.3689852
2022-02-11 00:00:00 UTC,2.7755752600871983,1038217984.8226194,35982139.88426436
2022-02-12 00:00:00 UTC,2.544302231159888,955434877.2956924,29987385.574641023
2022-02-13 00:00:00 UTC,2.510740773481632,943515271.325152,27097113.854699194
2022-02-14 00:00:00 UTC,2.385979180226827,900084557.1843829,15681118.201602817
2022-02-15 00:00:00 UTC,2.6579638895946074,1003431357.1691252,71977959.58681948
2022-02-16 00:00:00 UTC,2.7713642227415827,1050834497.5115454,58810237.51096103
2022-02-17 00:00:00 UTC,2.672504113977628,1017507422.8036094,28530235.40879986
2022-02-18 00:00:00 UTC,2.560881174132281,973722891.5589336,37437201.63808464
2022-02-19 00:00:00 UTC,2.436365772723188,929572880.7084048,24568348.70876081
2022-02-20 00:00:00 UTC,2.4214550934575274,925343893.9167184,18970942.65827987
2022-02-21 00:00:00 UTC,2.5028693649457083,961227938.4235172,46427675.32139049
2022-02-22 00:00:00 UTC,2.168768884441703,835857917.1741533,53659593.0365588
2022-02-23 00:00:00 UTC,2.1894982502055,842324448.45482,34410071.54905774
2022-02-24 00:00:00 UTC,2.127612810058017,822001331.370278,43361551.08220277
2022-02-25 00:00:00 UTC,1.9673050208592788,762006562.8568851,73867949.75447603
2022-02-26 00:00:00 UTC,2.0837710715890574,806784627.3588583,32571813.79934848
2022-02-27 00:00:00 UTC,2.0375429006131003,791692991.9648452,27148095.25541469
2022-02-28 00:00:00 UTC,1.9559024055262024,762604339.9286268,28655091.173520327
2022-03-01 00:00:00 UTC,2.235735221256441,874505858.1318251,36256476.78923149
2022-03-02 00:00:00 UTC,2.17271478329781,849673493.6662668,39791505.05107128
2022-03-03 00:00:00 UTC,2.1347187323297576,837791915.264276,35085452.183488235
2022-03-04 00:00:00 UTC,2.040368613452942,803481249.8498862,28159867.01699259
2022-03-05 00:00:00 UTC,2.024944003593654,799124949.2384967,52433332.90751909
2022-03-06 00:00:00 UTC,2.0279378853635674,803360308.6795156,32121798.913806766
2022-03-07 00:00:00 UTC,1.9243557671416112,763022580.6975015,20104474.92132795
2022-03-08 00:00:00 UTC,1.831586214096686,727571328.8658926,26193023.020771444
2022-03-09 00:00:00 UTC,1.8203133689805744,725457066.8358805,22158674.06759945
2022-03-10 00:00:00 UTC,1.8952223751812487,756152972.804561,30614310.23952397
2022-03-11 00:00:00 UTC,1.8011736237584413,719311974.1841729,21478557.998647194
2022-03-12 00:00:00 UTC,1.7501222068633528,703241728.9127735,21850832.43527567
2022-03-13 00:00:00 UTC,1.7121483582240389,707049178.3438842,23363442.119772512
2022-03-14 00:00:00 UTC,1.6373421217742192,679312729.8604752,20386122.940837376
2022-03-15 00:00:00 UTC,1.6720984848655875,694909625.3284758,22330441.4066654
2022-03-16 00:00:00 UTC,1.6388042581793492,684063500.2561926,29305444.87099573
2022-03-17 00:00:00 UTC,1.8564923984843125,763885137.2295228,80841220.74674875
2022-03-18 00:00:00 UTC,2.1474383979796774,908236084.696054,146251028.53243053
2022-03-19 00:00:00 UTC,2.2453938768551245,951204420.5100728,201438511.90222016
2022-03-20 00:00:00 UTC,2.159813093626782,911345089.5540962,65759086.48188376
2022-03-21 00:00:00 UTC,2.1255556969310017,905134632.9010673,42353218.33833807
2022-03-22 00:00:00 UTC,2.0853176021268083,886730422.930017,50754993.830736734
2022-03-23 00:00:00 UTC,2.1621197089449584,924842166.744414,56224176.845295936
2022-03-24 00:00:00 UTC,2.527238539572848,1081811071.5232592,227808211.05095428
2022-03-25 00:00:00 UTC,2.576863653754283,1110452871.1383772,117616433.29565658
2022-03-26 00:00:00 UTC,2.4792649613821625,1065561602.392204,47829993.19701782
2022-03-27 00:00:00 UTC,2.562516134530843,1111326476.1613111,37909975.06326016
2022-03-28 00:00:00 UTC,2.7702491290207245,1199574201.609435,45311730.83022026
2022-03-29 00:00:00 UTC,2.6058221425116668,1146143306.623605,52396654.54136723
2022-03-30 00:00:00 UTC,2.611726795990573,1139574927.9623356,52711437.02514586
2022-03-31 00:00:00 UTC,2.655116827381992,1166298729.7924106,40215833.36305424
2022-04-01 00:00:00 UTC,2.6577431459966543,1169771097.8938675,70677790.23892696
2022-04-02 00:00:00 UTC,2.7634259649055437,1218264633.140902,64536559.44995767
2022-04-03 00:00:00 UTC,2.611471454460955,1162687338.473631,62759627.22737633
2022-04-04 00:00:00 UTC,2.76347237858906,1227088926.8646812,46466697.85612639
2022-04-05 00:00:00 UTC,3.094247386896476,1377332371.546785,145207663.23308352
2022-04-06 00:00:00 UTC,3.25840913387908,1472018343.2725809,188721877.91229472
2022-04-07 00:00:00 UTC,3.0595826849168475,1374000619.0831196,195572510.25256315
2022-04-08 00:00:00 UTC,3.451199100819636,1558365711.698671,211511077.1185756
2022-04-09 00:00:00 UTC,3.215260822916264,1444929343.3722625,103186829.15436906
2022-04-10 00:00:00 UTC,3.252786664417285,1470535983.2804575,47053710.46683834
2022-04-11 00:00:00 UTC,3.0019970329047903,1367215179.5445454,59817561.96130667
2022-04-12 00:00:00 UTC,2.567554125066902,1173205302.3869245,63617477.90310869
2022-04-13 00:00:00 UTC,2.410926783520729,1099280054.3688562,92247847.85061549
2022-04-14 00:00:00 UTC,2.530867668998602,1146504902.0958357,86877389.16100617
2022-04-15 00:00:00 UTC,2.306943778496158,1060842705.2126806,55093155.60860354
2022-04-16 00:00:00 UTC,2.34050035772917,1082526471.5318918,41413890.6621301
2022-04-17 00:00:00 UTC,2.424746957786024,1122614891.497108,50605932.53961588
2022-04-18 00:00:00 UTC,2.277546981054454,1055569338.6896148,41546150.851451404
2022-04-19 00:00:00 UTC,2.400882522517382,1117978949.7933395,58365860.63389307
2022-04-20 00:00:00 UTC,2.4466786144411885,1141094392.147212,54850079.136224896
2022-04-21 00:00:00 UTC,2.4259292887395607,1136032275.8523312,64006066.30400667
2022-04-22 00:00:00 UTC,2.3206080703728107,1088744252.216068,55203603.105796486
